"выявляться",1,917,0.94080,4.07824,1.86638
"d",1,923,0.94041,4.06883,1.86541
"ромашка",1,969,0.93744,3.99867,1.85805
"индексация",1,977,0.93693,3.98681,1.85678
"общем-то",1,980,0.93673,3.98238,1.85630
"усилие",2,10064,0.95479,1.62211,1.85359
"искать",3,19140,1.01864,1.27968,1.85311
"мотивировать",1,1007,0.93499,3.94317,1.85200
"единственно",1,1011,0.93473,3.93745,1.85136
"приблизить",1,1017,0.93434,3.92892,1.85041
"нападать",1,1022,0.93402,3.92184,1.84962
"разворачиваться",1,1022,0.93402,3.92184,1.84962
"рассматривать",2,10122,0.95214,1.61381,1.84898
"коалиция",1,1039,0.93292,3.89804,1.84692
"муха",1,1039,0.93292,3.89804,1.84692
"выравнивание",1,1049,0.93228,3.88422,1.84534
"выделить",2,10235,0.94698,1.59780,1.84005
"накладывать",1,1090,0.92963,3.82891,1.83887
"повториться",1,1102,0.92886,3.81311,1.83698
"примитивный",1,1103,0.92879,3.81180,1.83682
"понимание",2,10286,0.94466,1.59063,1.83604
"Иосиф",1,1118,0.92782,3.79232,1.83446
"замечательно",1,1122,0.92756,3.78716,1.83384
"состязание",1,1132,0.92692,3.77436,1.83227
"прибыль",2,10350,0.94173,1.58168,1.83101
"респондент",1,1162,0.92498,3.73663,1.82757
"ли",9,75225,1.38118,0.89002,1.82398
"исторически",1,1202,0.92240,3.68780,1.82134
"меньшинство",1,1206,0.92214,3.68301,1.82071
"педагогика",1,1216,0.92150,3.67109,1.81916
"выявлять",1,1216,0.92150,3.67109,1.81916
"коллектив",2,10508,0.93452,1.55982,1.81869
"пониматься",1,1220,0.92124,3.66636,1.81854
"предусматриваться",1,1221,0.92117,3.66517,1.81838
"терроризм",1,1233,0.92040,3.65106,1.81652
"1960",1,1239,0.92001,3.64406,1.81559
"желанный",1,1260,0.91866,3.61981,1.81234
"продвигать",1,1263,0.91846,3.61638,1.81187
"...",30,271954,2.27175,0.77291,1.81170
"прежде",3,19940,0.98882,1.22061,1.81131
"взор",1,1268,0.91814,3.61068,1.81110
"инъекция",1,1270,0.91801,3.60841,1.81079
"разбор",1,1271,0.91795,3.60727,1.81064
"картон",1,1276,0.91762,3.60161,1.80987
"рекламодатель",1,1279,0.91743,3.59822,1.80940
"более",10,85434,1.41811,0.85843,1.80919
"понять",4,29335,1.05308,1.07869,1.80906
"нужно",9,76194,1.36033,0.87156,1.80730
"чин",1,1309,0.91549,3.56477,1.80478
"детально",1,1311,0.91536,3.56257,1.80447
"жизненно",1,1317,0.91498,3.55598,1.80355
"фигурка",1,1317,0.91498,3.55598,1.80355
"завет",1,1324,0.91452,3.54833,1.80248
"кооператив",1,1327,0.91433,3.54507,1.80202
"оружие",2,10725,0.92462,1.53033,1.80194
"евангелие",1,1329,0.91420,3.54290,1.80171
"этика",1,1339,0.91356,3.53208,1.80017
"i.",1,1347,0.91304,3.52349,1.79895
"благодать",1,1355,0.91252,3.51494,1.79772
"нету",1,1363,0.91201,3.50645,1.79650
"ружье",1,1366,0.91181,3.50328,1.79604
"форекс",1,1388,0.91039,3.48023,1.79268
"прятаться",1,1390,0.91026,3.47815,1.79238
"смертельный",1,1393,0.91007,3.47504,1.79192
"медикамент",1,1406,0.90923,3.46164,1.78994
"винтовка",1,1410,0.90897,3.45754,1.78933
"пред",1,1420,0.90833,3.44735,1.78781
"озвучить",1,1422,0.90820,3.44532,1.78750
"вектор",1,1427,0.90787,3.44025,1.78674
"проявиться",1,1444,0.90678,3.42317,1.78416
"монстр",1,1459,0.90581,3.40826,1.78189
"федерация",3,20543,0.96635,1.17762,1.78058
"!",27,249566,2.09545,0.74485,1.77991
"содержание",3,20603,0.96411,1.17342,1.77756
"стимул",1,1489,0.90387,3.37889,1.77736
"перестройка",1,1498,0.90329,3.37020,1.77600
"стереотип",1,1515,0.90219,3.35392,1.77344
"пропуск",1,1530,0.90122,3.33971,1.77118
"выдвинуть",1,1535,0.90090,3.33500,1.77043
"лозунг",1,1536,0.90084,3.33406,1.77028
"держать",2,11142,0.90558,1.47530,1.77028
"арендатор",1,1537,0.90077,3.33312,1.77013
"предельно",1,1553,0.89974,3.31818,1.76773
"придумывать",1,1561,0.89922,3.31077,1.76653
"просвещение",1,1567,0.89884,3.30523,1.76563
"гигиена",1,1570,0.89864,3.30247,1.76518
"массивный",1,1578,0.89813,3.29514,1.76399
"выработать",1,1608,0.89619,3.26797,1.75951
"пушка",1,1609,0.89612,3.26707,1.75936
"лезть",1,1610,0.89606,3.26618,1.75921
"хирургия",1,1610,0.89606,3.26618,1.75921
"Вашингтон",1,1615,0.89574,3.26170,1.75846
"диагностический",1,1623,0.89522,3.25457,1.75727
"говорят",1,1630,0.89477,3.24837,1.75623
"кружок",1,1634,0.89451,3.24483,1.75564
"отыскать",1,1642,0.89399,3.23778,1.75445
"программа",8,69706,1.23738,0.83003,1.75296
"но",42,400282,2.49326,0.70068,1.75286
"скрываться",1,1656,0.89309,3.22553,1.75237
"сапог",1,1656,0.89309,3.22553,1.75237
"догадаться",1,1671,0.89212,3.21253,1.75015
"индивид",1,1684,0.89128,3.20135,1.74822
"рельеф",1,1685,0.89122,3.20049,1.74807
"же",23,216446,1.88215,0.71894,1.74710
"координация",1,1705,0.88993,3.18347,1.74512
"наставник",1,1738,0.88780,3.15581,1.74026
"полно",1,1741,0.88760,3.15332,1.73982
"спонсор",1,1747,0.88722,3.14836,1.73893
"вернее",1,1762,0.88625,3.13602,1.73673
"состоять",3,21427,0.93340,1.11684,1.73668
"наконец-то",1,1767,0.88592,3.13194,1.73600
"стиль",3,21452,0.93247,1.11516,1.73546
"нотариус",1,1772,0.88560,3.12786,1.73526
"вкладка",1,1773,0.88554,3.12704,1.73512
"забыть",2,11657,0.88207,1.41011,1.73212
"обосновать",1,1796,0.88405,3.10845,1.73175
"первоначально",1,1798,0.88392,3.10684,1.73146
"вибрация",1,1812,0.88302,3.09565,1.72941
"бомба",1,1818,0.88263,3.09089,1.72854
"заверить",1,1822,0.88237,3.08771,1.72795
"обострение",1,1829,0.88192,3.08218,1.72693
"операция",3,21639,0.92550,1.10264,1.72635
"Самара",1,1864,0.87966,3.05484,1.72184
"наметить",1,1864,0.87966,3.05484,1.72184
"совершенство",1,1868,0.87940,3.05174,1.72126
"привязать",1,1875,0.87895,3.04635,1.72024
"надо",6,51727,1.08617,0.84535,1.71718
"договоренность",1,1903,0.87714,3.02496,1.71619
"учредитель",1,1929,0.87547,3.00538,1.71243
"духи",1,1930,0.87540,3.00464,1.71229
"союзник",1,1931,0.87534,3.00389,1.71214
"ссылаться",1,1933,0.87521,3.00240,1.71185
"выброс",1,1933,0.87521,3.00240,1.71185
"заменять",1,1935,0.87508,3.00090,1.71157
"скорее",1,1974,0.87256,2.97212,1.70595
"пистолет",1,1976,0.87243,2.97065,1.70567
"обозначать",1,1977,0.87237,2.96992,1.70552
"пророк",1,1985,0.87185,2.96410,1.70437
"стрелять",1,1986,0.87179,2.96337,1.70423
"одиночество",1,1997,0.87108,2.95540,1.70265
"неизменный",1,2019,0.86966,2.93960,1.69950
"пока",5,42428,1.01110,0.86822,1.69799
"вообще",4,32337,0.95618,0.93812,1.69768
"обещание",1,2051,0.86759,2.91691,1.69494
"ложиться",1,2076,0.86598,2.89943,1.69138
"угрожать",1,2101,0.86436,2.88216,1.68783
"пугать",1,2112,0.86365,2.87463,1.68627
"принципиально",1,2113,0.86359,2.87394,1.68612
"вероятный",1,2132,0.86236,2.86103,1.68344
"рыбалка",1,2135,0.86217,2.85900,1.68301
"неизвестно",1,2150,0.86120,2.84890,1.68089
"питомец",1,2165,0.86023,2.83887,1.67878
"ковер",1,2169,0.85997,2.83621,1.67821
"атрибут",1,2174,0.85965,2.83289,1.67751
"ставиться",1,2176,0.85952,2.83156,1.67723
"раскрывать",1,2180,0.85926,2.82891,1.67666
"результат",8,74118,1.13668,0.74149,1.67336
"план",4,33147,0.93003,0.90243,1.66905
"^",1,2251,0.85468,2.78267,1.66670
"обычай",1,2253,0.85455,2.78139,1.66643
"вертолет",1,2254,0.85448,2.78075,1.66629
"воздействовать",1,2264,0.85384,2.77436,1.66489
"a",1,2267,0.85364,2.77245,1.66447
"кремль",1,2273,0.85326,2.76864,1.66363
"различать",1,2278,0.85293,2.76547,1.66294
"охватывать",1,2281,0.85274,2.76357,1.66252
"признак",2,12690,0.83491,1.28762,1.65848
"орудие",1,2311,0.85080,2.74472,1.65834
"банкротство",1,2321,0.85016,2.73849,1.65695
"обслуживать",1,2325,0.84990,2.73601,1.65640
"стрельба",1,2326,0.84984,2.73539,1.65626
"дистанция",1,2352,0.84816,2.71935,1.65266
"компетенция",1,2354,0.84803,2.71812,1.65238
"имидж",1,2366,0.84725,2.71079,1.65072
"ритуал",1,2378,0.84648,2.70349,1.64906
"ЖКХ",1,2382,0.84622,2.70106,1.64851
"прием",3,23320,0.86284,0.99470,1.64695
"характеризовать",1,2404,0.84480,2.68780,1.64548
"надежно",1,2427,0.84332,2.67406,1.64231
"точный",2,13000,0.82076,1.25280,1.63710
"кошелек",1,2482,0.83976,2.64173,1.63477
"конструктор",1,2492,0.83912,2.63593,1.63340
"прокат",1,2494,0.83899,2.63478,1.63313
"s",1,2498,0.83873,2.63246,1.63259
"поражать",1,2554,0.83512,2.60048,1.62496
"свобода",2,13194,0.81191,1.23143,1.62387
"шарик",1,2568,0.83421,2.59259,1.62306
"понравиться",2,13248,0.80944,1.22553,1.62022
"приспособление",1,2616,0.83111,2.56587,1.61657
"гражданство",1,2642,0.82944,2.55161,1.61306
"чего-то",1,2654,0.82866,2.54507,1.61144
"удерживать",1,2657,0.82847,2.54344,1.61104
"лечь",1,2669,0.82769,2.53694,1.60943
"пропаганда",1,2673,0.82743,2.53478,1.60889
"этап",3,24233,0.82881,0.93930,1.60558
"медленный",1,2700,0.82569,2.52028,1.60527
"курить",1,2716,0.82466,2.51175,1.60313
"ствол",1,2741,0.82304,2.49854,1.59979
"обрести",1,2751,0.82240,2.49328,1.59845
"исследование",4,35239,0.86250,0.81414,1.59762
"выйти",3,24414,0.82206,0.92856,1.59752
"разбить",1,2769,0.82124,2.48387,1.59606
"39",1,2771,0.82111,2.48283,1.59579
"митинг",1,2775,0.82085,2.48075,1.59526
"комментарий",2,13620,0.79246,1.18558,1.59526
"хозяйство",2,13637,0.79168,1.18378,1.59413
"важность",1,2812,0.81846,2.46164,1.59034
"а",53,569988,2.22553,0.52637,1.58707
"ритм",1,2854,0.81575,2.44025,1.58479
"ярко",1,2864,0.81510,2.43521,1.58347
"один",24,254672,1.54290,0.54570,1.58168
"скрывать",1,2886,0.81368,2.42417,1.58057
"насилие",1,2914,0.81187,2.41024,1.57688
"стоять",2,13917,0.77890,1.15446,1.57564
"Греция",1,2933,0.81065,2.40086,1.57439
"связывать",1,2943,0.81000,2.39595,1.57308
"устав",1,2952,0.80942,2.39154,1.57190
"представительство",1,2987,0.80716,2.37454,1.56733
"однако",6,58349,0.91164,0.67156,1.56565
"браться",1,3019,0.80510,2.35917,1.56316
"поправка",1,3082,0.80103,2.32937,1.55499
"реабилитация",1,3088,0.80064,2.32656,1.55421
"теперь",5,47769,0.85690,0.69716,1.55294
"значит",2,14370,0.75822,1.10825,1.54621
"тот",20,216336,1.34914,0.51804,1.54618
"Африка",1,3165,0.79567,2.29103,1.54429
"анкета",1,3172,0.79522,2.28784,1.54339
"экспедиция",1,3175,0.79503,2.28648,1.54300
"христианин",1,3177,0.79490,2.28557,1.54275
"рождение",2,14434,0.75530,1.10184,1.54211
"обучение",3,25699,0.77417,0.85456,1.54155
"пусть",2,14454,0.75439,1.09984,1.54082
"органический",1,3194,0.79380,2.27787,1.54057
"шаг",2,14497,0.75242,1.09555,1.53807
"убивать",1,3230,0.79147,2.26170,1.53596
"удовлетворить",1,3234,0.79122,2.25992,1.53545
"изложить",1,3237,0.79102,2.25858,1.53507
"обвинение",1,3265,0.78921,2.24615,1.53150
"приключение",1,3277,0.78844,2.24086,1.52998
"скрыть",1,3286,0.78786,2.23690,1.52883
"архитектор",1,3294,0.78734,2.23340,1.52782
"повезти",1,3295,0.78728,2.23296,1.52769
"лететь",1,3299,0.78702,2.23121,1.52718
"наполнить",1,3345,0.78405,2.21123,1.52136
"""",174,1979417,3.50323,0.44532,1.52043
"Сталин",1,3353,0.78353,2.20778,1.52035
"руль",1,3394,0.78089,2.19025,1.51518
"захватить",1,3398,0.78063,2.18855,1.51467
"студенческий",1,3406,0.78011,2.18516,1.51367
"выдержать",1,3422,0.77908,2.17840,1.51166
"двадцать",1,3423,0.77901,2.17798,1.51153
"раскрыть",1,3434,0.77830,2.17335,1.51015
"интеграция",1,3445,0.77759,2.16873,1.50877
",",788,9065926,7.22134,0.42905,1.50875
"башня",1,3474,0.77572,2.15664,1.50514
"мотивация",1,3483,0.77514,2.15291,1.50402
"избрать",1,3513,0.77320,2.14053,1.50028
"общественность",1,3534,0.77185,2.13194,1.49767
"политик",1,3565,0.76985,2.11934,1.49382
"весьма",2,15238,0.71860,1.02364,1.49146
"превращаться",1,3622,0.76617,2.09645,1.48677
"мастерство",1,3628,0.76578,2.09406,1.48603
"стимулировать",1,3629,0.76572,2.09367,1.48590
"освобождение",1,3658,0.76384,2.08218,1.48233
"сервис",2,15396,0.71138,1.00875,1.48172
"Новгород",1,3680,0.76242,2.07353,1.47963
"борт",1,3684,0.76216,2.07196,1.47914
"вмешательство",1,3704,0.76087,2.06415,1.47668
"вывод",2,15503,0.70650,0.99876,1.47515
"выражать",1,3719,0.75990,2.05832,1.47485
"стоить",6,62822,0.79375,0.56500,1.47163
";",19,216508,1.15223,0.44289,1.47107
"первую",2,15611,0.70157,0.98875,1.46856
"считать",4,39358,0.72954,0.65465,1.46655
"будущее",2,15667,0.69901,0.98358,1.46515
"создание",4,39466,0.72606,0.65070,1.46327
"толпа",1,3834,0.75248,2.01439,1.46084
"легенда",1,3838,0.75222,2.01288,1.46036
"похоже",1,3845,0.75177,2.01025,1.45951
":",55,649076,1.76590,0.39235,1.45551
"математика",1,3895,0.74854,1.99161,1.45347
"ваш",11,123592,0.91087,0.46323,1.45295
"проблема",7,75758,0.79718,0.51727,1.45221
"описывать",1,3934,0.74602,1.97724,1.44877
"партия",2,16052,0.68144,0.94856,1.44194
"опрос",1,4022,0.74034,1.94532,1.43823
"давайте",1,4025,0.74015,1.94425,1.43788
"санкция",1,4035,0.73950,1.94067,1.43668
"повторять",1,4048,0.73867,1.93603,1.43514
"учебник",1,4070,0.73724,1.92821,1.43252
"немец",1,4072,0.73712,1.92750,1.43228
"модернизация",1,4099,0.73537,1.91797,1.42908
"христианский",1,4101,0.73524,1.91726,1.42884
"вы",34,406086,1.33486,0.37506,1.42765
"снова",2,16472,0.66226,0.91129,1.41703
"экономия",1,4241,0.72621,1.86883,1.41234
"корпорация",1,4243,0.72608,1.86815,1.41211
"подход",2,16581,0.65729,0.90178,1.41064
"настоящий",4,41415,0.66314,0.58116,1.40530
"лук",1,4306,0.72201,1.84689,1.40474
"ноутбук",1,4308,0.72188,1.84622,1.40451
"они",33,401002,1.23799,0.35017,1.40240
"ролик",1,4339,0.71988,1.83587,1.40090
"талант",1,4355,0.71885,1.83056,1.39904
"отсюда",1,4372,0.71775,1.82494,1.39707
"артист",1,4381,0.71717,1.82198,1.39603
"настроить",1,4386,0.71684,1.82033,1.39545
")",64,789707,1.62716,0.32806,1.39437
"высший",2,16866,0.64428,0.87719,1.39406
"империя",1,4411,0.71523,1.81213,1.39255
"формировать",1,4414,0.71504,1.81115,1.39221
"компенсация",1,4426,0.71426,1.80723,1.39082
"кредит",2,16926,0.64154,0.87207,1.39059
"шоу",1,4473,0.71123,1.79199,1.38541
"уровень",6,67239,0.67733,0.46697,1.38443
"понятно",1,4492,0.71000,1.78588,1.38322
"выбирать",2,17079,0.63456,0.85909,1.38179
"д.",3,29698,0.62511,0.64591,1.38009
"мусор",1,4521,0.70813,1.77660,1.37989
"выиграть",1,4537,0.70710,1.77150,1.37806
"очевидный",1,4543,0.70671,1.76959,1.37738
"полицейский",1,4553,0.70606,1.76642,1.37623
"различие",1,4556,0.70587,1.76547,1.37589
"юг",1,4572,0.70484,1.76041,1.37406
"надпись",1,4595,0.70335,1.75317,1.37144
"Запад",1,4599,0.70309,1.75192,1.37098
"культура",3,29948,0.61579,0.63381,1.37057
"привычка",1,4613,0.70219,1.74753,1.36939
"задавать",1,4663,0.69896,1.73198,1.36372
"яндекс",1,4665,0.69883,1.73136,1.36349
"рыночный",1,4704,0.69631,1.71935,1.35908
"подходить",2,17514,0.61470,0.82280,1.35705
"автомат",1,4728,0.69476,1.71201,1.35637
"твой",2,17573,0.61200,0.81795,1.35372
"цель",5,56069,0.61726,0.46603,1.35301
"продолжительность",1,4762,0.69257,1.70167,1.35254
"грех",1,4782,0.69128,1.69562,1.35029
"искусство",2,17655,0.60826,0.81123,1.34912
"мышление",1,4795,0.69044,1.69171,1.34884
"процесс",6,69362,0.62138,0.42213,1.34432
"дача",1,4852,0.68676,1.67466,1.34246
"осмотр",1,4853,0.68670,1.67436,1.34235
"слишком",2,17814,0.60100,0.79830,1.34023
"соединить",1,4877,0.68515,1.66724,1.33967
"добро",1,4888,0.68444,1.66399,1.33844
"законодательный",1,4932,0.68159,1.65106,1.33355
"туризм",1,4952,0.68030,1.64523,1.33134
"как",43,552326,1.11970,0.27013,1.33018
"фирма",2,18012,0.59196,0.78235,1.32923
"конец",4,44112,0.57609,0.49014,1.32874
"бизнес",3,31116,0.57226,0.57862,1.32691
"появиться",3,31126,0.57189,0.57815,1.32654
"неизвестный",1,5006,0.67682,1.62958,1.32537
"вечный",1,5007,0.67675,1.62929,1.32526
"отряд",1,5010,0.67656,1.62843,1.32493
"встречать",1,5022,0.67578,1.62498,1.32360
"стратегический",1,5026,0.67553,1.62383,1.32316
"не",98,1275951,1.57845,0.25059,1.32247
"потратить",1,5043,0.67443,1.61896,1.32129
"употреблять",1,5056,0.67359,1.61524,1.31986
"видный",1,5069,0.67275,1.61154,1.31843
"некоторые",1,5072,0.67256,1.61068,1.31810
"дальний",1,5080,0.67204,1.60841,1.31722
"слух",1,5082,0.67191,1.60784,1.31701
"направить",2,18239,0.58160,0.76428,1.31673
"например",5,57766,0.56827,0.42302,1.31534
"ты",8,97294,0.60769,0.34896,1.31498
"философия",1,5119,0.66952,1.59738,1.31295
"непосредственный",1,5150,0.66752,1.58866,1.30957
"ситуация",4,44924,0.54988,0.46382,1.30646
"формула",1,5207,0.66384,1.57278,1.30336
"тон",1,5207,0.66384,1.57278,1.30336
"Во-первых",1,5229,0.66242,1.56670,1.30097
"первичный",1,5238,0.66184,1.56422,1.29999
"четкий",1,5250,0.66107,1.56092,1.29869
"позиция",2,18571,0.56645,0.73826,1.29864
"смотреть",3,31937,0.54166,0.54104,1.29700
"узкий",1,5311,0.65713,1.54425,1.29210
"планирование",1,5318,0.65668,1.54235,1.29135
"эффект",2,18716,0.55983,0.72704,1.29081
"наказание",1,5350,0.65461,1.53370,1.28790
"согласно",2,18881,0.55229,0.71437,1.28195
"обратно",1,5408,0.65086,1.51814,1.28168
"уверенность",1,5415,0.65041,1.51628,1.28093
"у",24,315640,0.73946,0.23606,1.28062
"здравоохранение",1,5493,0.64538,1.49564,1.27261
"п.",2,19086,0.54294,0.69879,1.27102
"шум",1,5532,0.64286,1.48544,1.26847
"обследование",1,5536,0.64260,1.48439,1.26804
"полагать",1,5569,0.64047,1.47582,1.26455
"целевой",1,5595,0.63879,1.46910,1.26180
"знакомство",1,5709,0.63143,1.44000,1.24982
"собраться",1,5738,0.62956,1.43269,1.24678
"словно",1,5752,0.62866,1.42917,1.24532
"следовать",4,47222,0.47570,0.39185,1.24522
"объединить",1,5790,0.62620,1.41967,1.24136
"ж",1,5817,0.62446,1.41296,1.23855
"валюта",1,5844,0.62272,1.40628,1.23575
"фактор",2,19794,0.51061,0.64625,1.23389
"разве",1,5937,0.61671,1.38350,1.22614
"следующий",4,48107,0.44713,0.36506,1.22231
"благо",1,5976,0.61420,1.37406,1.22213
"природа",2,20059,0.49852,0.62706,1.22023
"истинный",1,6023,0.61116,1.36276,1.21731
"нередко",1,6043,0.60987,1.35797,1.21526
"подробно",1,6070,0.60813,1.35154,1.21251
"проектирование",1,6108,0.60567,1.34254,1.20863
"практика",2,20405,0.48272,0.60239,1.20259
"ресурс",2,20451,0.48062,0.59914,1.20026
"нужный",4,49000,0.41830,0.33853,1.19956
"стенка",1,6209,0.59915,1.31888,1.19839
"хорошо",5,63602,0.39977,0.28417,1.19281
"допустить",1,6273,0.59502,1.30408,1.19194
"подсказать",1,6277,0.59476,1.30316,1.19154
"взгляд",2,20628,0.47254,0.58671,1.19134
"разработчик",1,6297,0.59347,1.29857,1.18953
"сам",7,92651,0.38497,0.22686,1.18735
"проживание",1,6328,0.59147,1.29149,1.18642
"спектакль",1,6348,0.59018,1.28694,1.18442
"2018",1,6349,0.59011,1.28671,1.18432
"факультет",1,6364,0.58915,1.28330,1.18282
"происхождение",1,6382,0.58798,1.27923,1.18102
"указание",1,6414,0.58592,1.27201,1.17783
"смочь",4,49881,0.38987,0.31282,1.17745
"политика",2,21058,0.45291,0.55694,1.16988
"выпустить",1,6499,0.58043,1.25302,1.16939
"потенциальный",1,6531,0.57836,1.24593,1.16622
"обращать",1,6548,0.57727,1.24218,1.16454
"сектор",1,6558,0.57662,1.23998,1.16356
"быстрый",2,21278,0.44287,0.54195,1.15903
"советовать",1,6604,0.57365,1.22990,1.15903
"сразу",3,36083,0.38712,0.36495,1.15474
"свой",26,374969,0.35151,0.10305,1.15331
"казаться",2,21401,0.43726,0.53363,1.15299
"евро",1,6676,0.56900,1.21425,1.15196
"он",36,522873,0.37397,0.09285,1.15173
"препарат",2,21442,0.43538,0.53087,1.15099
"объявление",1,6731,0.56545,1.20242,1.14659
"есть",1,6771,0.56287,1.19387,1.14270
"метод",3,36556,0.36949,0.34616,1.13937
"даже",8,111024,0.29430,0.15851,1.13826
"убить",1,6855,0.55745,1.17608,1.13456
"революция",1,6968,0.55015,1.15249,1.12367
"аспект",1,6996,0.54835,1.14671,1.12099
"структура",2,22146,0.40325,0.48426,1.11697
